NAME	Plasmablasts	Naive_CD4_T_cells	Cycling_TNK	Classical_monocytes	Platelets	Degranulating_neutrophils	Memory_CD4_T_cells	IL1R2+_immature_neutrophils	B_cells	Mast_cells/eosiniophils	Mature_neutrophils	HSPCs	Naive_CD8_T_cells	NK cells	CD8_T_cells	S100A8-9_hi_neutrophils	Eosinophils	PADI4+_immature_neutrophils	Non-classical_monocytes	MPO+_immature_neutrophils_or_progenitors	Cycling_neutrophil_progenitors	cDCs	pDCs
UAP1L1	1	35.1775241566767	1	27.4294884787113	1	1	1	1	55.3804462191584	1	1	20.2535672068377	29.2321624311055	1	1	1	1	1	1	1	1	25.0416650511712	1
UBA6.AS1	12.4794021243192	1	19.3989525755712	1	1	1	1	1	37.8858329949734	1	1	19.3422585620581	1	1	1	1	1	1	1	1	1	1	1
UBA7	1	45.754312704632	10.4880189732538	24.9698616743863	43.4618991240236	1	23.5217024401557	1	39.1154537438502	90.6083140701971	44.236312047945	40.3924861661906	35.6706183203436	1	1	1	1	23.1212719039129	13.5841507106043	12.1279556515198	1	10.9924658685512	28.5520044083207
UBALD1	18.9222642688477	1	9.69884301144421	23.3019927832391	1	1	1	1	19.962704945517	1	1	8.8115879504799	1	21.6076874833575	1	1	74.1908051011926	1	21.9294735248744	19.8780924945735	19.9647372715388	11.5739369734991	1
UBASH3A	1	43.6320568248046	14.0753291317421	1	1	1	34.9799822001567	1	1	1	1	1	36.9649678006426	1	31.8197773948404	1	1	1	1	1	1	1	1
UBASH3B	15.50310776854	45.0227350980624	71.2077115780473	25.2190625898798	160.086478773013	1	66.511023251165	22.974428498003	1	1	50.9135597551927	63.9022124871166	46.6141014168844	53.7724999471181	27.9236980559334	1	284.782029142835	24.2349732066803	75.5956472230548	14.0758721906501	10.8370947787064	15.6441695665333	1
UBE2C	1	1	136.169996407416	1	45.5211828971437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	82.4038821892516	184.369131832437	1	1
UBE2E2	9.43653183672518	1	1	33.7137180239919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.3987764422001	1	1	55.7579757038515	78.2222823484283
UBE2S	33.7817571530688	1	74.478913076014	1	1	1	1	1	1	1	1	25.3682769193922	1	1	1	1	1	1	1	42.5202091913241	65.9190694248235	18.4187720367418	1
UBE2T	24.1142039192195	1	113.470875065975	1	1	1	1	1	1	1	1	21.3086336123695	1	1	1	1	1	1	1	62.4454166462625	61.1899186567475	1	1
UBFD1	21.6783914728212	1	55.3817060522941	25.1596528425397	1	1	1	1	24.034131989178	1	1	60.6310193568154	24.0822358980029	34.0021782698256	15.0899026313677	1	1	1	18.7649807971768	9.36676932595739	1	35.3313610740996	94.7467004104216
UBL4A	18.2062311046055	1	22.9657628500966	10.0815121644237	111.227480255139	1	18.5930110969379	1	22.6704525390505	39.0258858195199	1	36.1847371844885	1	1	18.8401547979477	1	1	1	12.1461450958252	1	13.3715195950582	12.2256211961197	1
UBL7	53.3648805078401	1	30.7134347666212	12.9312849598896	1	1	1	1	1	1	1	25.8014521871216	1	19.4156636185609	1	1	1	22.6395202864489	23.3468105723471	1	14.1046317743741	25.1819849275069	51.1914114427602
UBL7.AS1	1	1	24.7443709034237	1	1	1	1	1	1	1	1	11.477260789151	1	1	1	1	1	1	1	13.5722751407878	21.7168909183987	1	1
UBR5.AS1	1	1	1	11.7364994027864	1	35.8011060255605	1	35.7711959494201	34.873797125141	54.3421379740637	110.556664274696	75.2673783671814	1	1	1	1	1	33.5316512030858	14.7707891460753	15.7249469154681	30.4437897227356	13.6284466325989	1
UBTD2	1	1	25.2616213157596	12.5648509359532	1	1	1	1	1	1	1	14.0540785368232	1	1	1	1	1	1	1	12.7476522220181	1	24.3255138293186	30.7185651876727
UBXN11	1	43.9179783293161	11.2766282260234	99.1185876344067	35.6115541989513	1	21.2179805460194	1	1	1	1	1	1	1	27.6388658287687	1	1	22.4536215624977	76.1621050871533	28.1510050887662	72.3980051281032	44.4276672236579	1
UCHL1	139.935316408768	1	1	1	1	1	1	1	1	1	1	16.6321674855459	1	1	1	1	1	1	1	1	1	1	1
UCHL3	38.9782439619291	1	20.2113787696969	15.9020726662822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.3346291097907	1	16.7629891030564	48.3850287440795
UFSP2	37.8295387612397	49.9165862196431	22.0734132462404	1	1	1	21.8616709376356	1	1	1	1	15.7514453072028	1	20.2579843784547	41.6529451479436	1	1	1	21.6835067043987	1	1	17.4889981340121	1
UGCG	61.7059979106809	68.4021894295757	30.7136966916955	25.7967783993869	1	133.200858645312	93.9245950354411	509.286278238833	90.3974770897902	1	67.2856466069607	1	70.728597461167	37.3841748431568	68.2504567642169	146.760488560744	1	1022.8587121235	18.3531449096719	1053.00368697787	279.014328731869	80.9600347008848	1685.56803011394
UGDH	29.3573073600203	1	21.4338195389979	1	1	1	1	1	1	1	1	1	1	23.5283682641655	1	1	1	1	1	1	1	13.7914802048139	1
UGT2B17	16.0117044201305	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHRF1	1	1	66.2674344724869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.2273603688047	26.0079864852071	1	18.9979977598126
ULK2	1	1	10.0131998608563	21.3945686375871	1	1	1	1	1	1	1	33.4395485821488	1	1	1	1	1	1	54.6649171392231	1	1	15.4243945748521	1
ULK3	19.2000098459546	46.9735968665568	43.2209590217314	1	1	1	53.0500297080687	1	1	37.5292157117253	1	27.3387066695412	24.7623100847197	47.1003439057966	58.5187441089752	1	1	1	13.1793096216112	1	1	16.2085561370508	1
UMAD1	9.81656365167501	1	1	1	1	1	1	1	1	1	1	23.8317955587092	1	1	28.717337902163	1	1	1	1	1	17.3069485923741	9.6493610019642	1
UMODL1.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16.4375180459588	1	1	1	1
UNC119B	13.6410401262898	25.61076187179	19.128838866459	1	1	1	26.1404285131392	1	1	1	1	85.2693155805688	1	1	23.3580786571586	1	1	1	1	22.5207311996092	1	15.0138313451223	45.6664044559936
UNC13D	10.2652733357281	1	28.1539382136469	12.5877582994404	68.9307015174074	32.4454803344346	17.3266221908136	1	1	38.5174161918769	1	1	20.8567119090803	1	22.7508833470784	54.5044863789177	100.303276662028	1	24.6778103649885	20.1587404674592	27.4227567749441	9.10428355190225	1
UNG	12.0561163126753	1	66.3087788530448	1	1	1	1	1	1	1	1	41.9667501234688	18.2581199946436	30.8911561220882	1	1	1	1	1	10.4990959133546	1	1	1
UPB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.174321986845	1	1
UPF3AP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.2183318954554
UPF3B	32.389358657998	23.5026786109234	69.3029368939995	19.5226583782215	1	1	14.8425866744165	1	48.3749407338765	65.2859569727723	1	39.1811994663177	40.0992923518583	50.7991709357699	1	1	144.467157919551	1	21.6751707775073	35.4811034556744	40.3354567352976	22.4207078116106	28.6999078347743
UPK3BL1	1	26.9362004383761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
URB1	21.499744204762	1	11.0726923717193	1	1	1	26.9434653439435	1	1	1	1	10.1859491540556	24.084717805464	1	20.5914255291458	1	1	1	1	1	1	1	1
USF1	10.8582595160164	1	1	21.4972156777196	1	1	1	1	39.819733736701	1	1	1	1	1	1	29.5876340066575	98.9634996826404	1	1	9.62123486503162	22.4241840999428	16.2582201124672	1
USP11	104.393314517788	75.6316402068045	60.5645879366479	1	1	1	27.767316478911	1	132.171969771245	184.025471646783	1	63.2417149017282	197.224340915556	79.6878267963748	71.7983260744146	1	1	1	32.0535776518023	1	1	13.9074663900686	82.1971951169737
USP13	1	22.6330799288048	1	1	1	1	25.1986403408337	1	1	1	1	31.8836405640847	1	1	1	1	1	1	1	1	1	19.3365404861008	1
USP21	1	30.0624418125928	13.0101271305276	1	1	1	1	1	1	1	1	17.3728569170067	1	1	1	1	1	1	1	1	13.0932627893789	11.5239644411511	1
USP28	56.4690331868826	1	51.340282807627	1	1	1	17.3804072268492	1	54.9099041414141	1	1	8.79353134464487	1	114.624627575004	76.3630787723298	1	1	1	1	25.3215131178649	21.7688976283838	19.6063366529778	21.8452862297975
USP30	1	1	1	1	1	1	1	1	1	1	1	31.1989208777346	1	1	1	1	1	1	1	1	1	1	1
USP32	1	1	1	32.6077442510912	54.7895996424113	91.0136438026076	1	61.495810454629	25.0210162037592	41.8083055702475	140.704777073718	1	1	1	1	124.067107014344	101.552714097046	48.9837553587349	36.6597009239891	25.2006808941986	65.3161123490888	14.619177547146	54.645190708653
USP40	22.9755277364695	1	1	1	1	1	1	1	1	1	1	29.9867232431578	1	1	1	1	1	1	14.4442440834913	1	1	1	1
USP44	1	1	1	1	1	1	1	1	1	1	1	1	23.9984118427362	1	1	1	1	1	1	1	1	1	1
USP46	1	1	14.2434795628181	1	1	1	27.3963129229743	1	1	1	1	17.0143408330114	1	1	1	1	1	1	1	1	1	16.2663953078876	54.9237628571067
USP49	1	1	14.9323324589263	1	1	1	1	1	1	292.583756797882	1	17.8770145211652	1	1	1	1	1	1	1	16.1349841719875	1	1	28.5520044083207
USP53	15.9893411615008	61.6675943137415	1	1	1	1	26.5292891108177	1	1	108.361410139007	1	1	92.6561693646993	22.6073616898645	1	1	1	1	1	1	1	16.23190766666	1
USP6NL	31.4465605094943	1	1	11.6118510818704	1	1	1	1	98.1441663943246	35.8882258474911	1	18.9766330338826	1	1	1	1	1	1	15.5870472550608	1	1	26.317948521686	56.1040088166414
USP9Y	1	43.9723133183388	13.8375919543066	1	1	1	33.8847605396137	1	26.5941680884657	1	1	1	24.4325280090627	62.303102989956	42.3638817713382	1	1	1	1	1	1	8.85810194503323	73.1369170403361
UTP11	62.617458114808	1	67.0661905764351	47.2496900897458	1	1	1	1	1	1	1	46.177794738896	31.7081622618191	46.0734811181641	41.3747356183985	1	1	26.8398809249099	42.6645026953266	36.143663430123	1	73.9603499355701	45.7906762008204
UTY	1	34.1925543302183	1	1	1	1	1	1	1	1	1	1	27.0559690660132	1	18.6374355227133	1	1	14.5050772524765	13.5203471623663	1	1	1	28.4248657863863
VAC14	21.3915282504963	1	9.79936497449751	18.3850995149795	1	1	1	1	26.0599164487116	1	1	19.6736160452813	1	35.0437602574945	1	1	1	1	19.8558806301428	10.435487686137	1	41.8692736125891	1
VANGL1	1	1	28.3076580252496	1	1	1	1	1	1	1	1	16.7657782490555	1	1	1	1	1	1	1	1	15.5120124345758	15.5695351087447	1
VARS1	25.4025194113614	1	26.8194310976923	1	1	1	1	1	28.4087840534803	1	1	1	1	1	1	1	1	1	1	1	1	22.5450049879939	1
VASH1	1	1	1	21.8746930892332	56.0473608329302	1	1	1	1	1	1	16.8504425763494	1	1	1	1	1	1	46.7239188654308	1	1	32.295387980247	27.3574064312072
VASH2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	131.462667363315
VAT1	13.6543171315432	28.8762441740705	1	43.4101782281209	1	1	31.2666250137546	42.1932122197011	28.9640720338278	63.7060779292049	1	40.5051012447219	1	1	1	1	1	92.2925437776256	16.4171778118045	201.72158323813	31.8573569967065	13.3153549192259	1
VAV2	1	1	1	1	1	1	1	1	32.089498697199	1	1	1	1	1	1	1	1	1	18.0659187262963	1	1	1	37.1409215207108
VCAN	1	1	1	3837.26073793062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	413.89566768888	1	133.098781085024	1836.00369940257	1
VCAN.AS1	1	1	1	12.4925121868706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15.3289935164768	1
VCL	1	1	85.6712730818872	141.709324467514	2509.65194305964	109.808133043948	61.6849334678838	153.327452524044	29.6879591707239	165.477863814425	105.822812520579	52.0593303572458	1	103.850964185601	98.2754653726213	59.5218351302073	319.380308672121	237.053521939846	91.4952954950254	124.401649501644	130.168982981619	113.739371326714	134.060133212015
VDR	43.4439022622876	1	25.0601686491962	43.8521066598897	102.087649560124	37.2991428120252	1	1	1	1	34.684394143462	1	1	1	1	30.3586878603519	1	50.8706760976259	87.3339976428933	56.7300556183007	20.4400286524128	54.2684804754883	1
VEGFA	29.0685816957849	1	1	25.2811048658546	1	1	1	17.971446030779	1	1	1	1	1	1	1	1	165.388871008055	88.2644789444384	1	75.5704706757295	31.6057170894878	1	1
VEGFB	22.7191015152879	55.7312171552713	16.0560940783563	13.3865841215768	1	1	70.3162958581214	1	75.4120461028424	1	1	45.5573111278681	48.8184099795204	24.6526067943026	42.5405942966251	1	1	1	1	1	1	30.6099904536202	162.220104042076
VENTX	1	1	1	32.5015337306565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.1635393338439	1	1	9.11940318345083	1
VEPH1	1	1	1	1	93.2316314818245	1	1	1	1	1	1	1	1	1	1	1	1	43.6583740538968	1	1	1	1	1
VIL1	1	1	1	1	81.4602762565788	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VIM.AS1	1	1	1	16.7829171384471	119.11423628025	39.1170508344826	20.4970761015983	1	1	1	78.1433180729083	1	1	43.6147598469353	29.8402772982985	66.281317839205	1	1	20.7615333975656	16.1649297546416	30.3453764229712	1	1
VIPR1	1	38.6964825509407	1	27.6124145910973	1	1	32.4050926944023	1	1	1	1	1	45.551604935822	1	1	1	1	1	12.0223761510921	1	1	18.3114571614035	1
VMO1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.3775293252821	1	1	1	1
VNN1	1	1	1	74.902877520855	136.377921633499	295.065087003274	1	854.710572707397	1	1	197.39730074242	1	1	1	1	296.441290352651	1	294.245299059348	72.9048231779332	1	734.30118857607	24.4997032679244	1
VNN2	16.8334049302037	48.0125713235922	37.8450520479234	294.068605492104	888.155546392422	2540.65852972705	1	1275.4892737219	48.8214477242204	179.754851230839	1763.90904163131	1	31.0172924234334	1	54.2965061851485	2895.60797503591	1	282.453202576412	121.682864536249	40.5014246639633	1574.2091037927	20.3302233699951	1
VNN3	1	1	1	1	52.0713642759183	84.4955066436577	1	28.9880254630031	1	1	49.5242333703862	1	1	1	1	83.6378279418575	1	1	13.6933635076251	1	66.6517108017624	1	1
VPREB3	1	1	1	1	1	1	1	1	200.378238553778	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VPS37C	1	1	1	17.6366454048199	26.1877848591515	1	1	1	1	1	45.0652540116699	18.7473957441889	1	1	1	1	1	14.2151232648895	25.0270068805699	19.4560249522856	1	22.0702132172211	18.9018976011457
VPS72	21.3863178218947	33.159936048118	55.8804683837413	34.1495663645697	1	1	26.0277128950556	31.8085484374916	39.9272760917327	1	1	46.0427420128507	28.3824339618008	29.7704506047871	36.9701421205526	1	145.797334856784	1	22.9991880156553	33.9807556812315	20.979466503413	18.7153687308706	1
VPS8	17.1448005208535	1	19.2072517272845	14.9250692777239	69.2397960742757	59.1911322939617	1	34.7209273956153	1	102.305598382757	62.7244254287758	18.3989201409035	24.889349137391	1	1	24.7024015216292	202.599967675468	26.6351253693833	31.2704130286465	49.6006539997649	22.1789776031499	23.1631407593541	1
VPS9D1	1	1	1	11.0719994790775	1	1	1	1	1	1	1	1	1	1	1	21.7156246502957	1	1	1	1	1	1	18.9018976011457
VRK1	23.2920026370982	1	60.080250506581	1	1	1	20.6332962725066	1	1	1	1	37.1673326084928	21.0134336592384	1	1	1	1	25.5993830128844	1	128.687605190694	33.2960833327077	18.5116085909106	24.2966783654996
VSIG1	1	49.1672803072602	32.5188226958009	1	1	1	30.920463223731	1	1	1	1	1	47.7642373594137	1	1	1	1	1	1	1	1	1	1
VSIG10	1	1	1	1	1	1	1	1	1	1	1	17.6856643982023	1	1	1	1	1	1	1	28.1269789883275	26.2044478286325	1	1
VSIG4	1	1	1	129.523950078505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	90.4299480781111	1	1	52.4061893161516	1
VSTM1	1	1	1	23.122462734273	1	23.7546459453141	1	109.544438117904	1	1	1	1	1	1	1	26.3626666372705	896.540759358702	212.739984235011	1	196.48153404184	51.6326530380199	1	1
VWA5A	1	22.6284251792205	1	11.5738086434511	31.9962429508434	1	1	19.3645166207505	1	41.8381714699748	1	28.1046890851954	1	1	1	22.6226695471604	1	1	13.5189046270588	1	1	11.7469153202887	1
VWA8	26.86156314464	27.0052954674301	1	1	1	1	46.4808027417607	21.8276320237691	1	1	1	8.47817493319058	25.7153969054547	29.6336148439529	50.2863958296393	1	1	1	12.1959371157594	1	1	11.2721353106071	1
VWF	1	1	1	1	47.9675599893944	1	1	1	1	1	1	11.6364591889428	1	1	1	1	1	1	1	1	1	1	1
WAKMAR2	1	1	1	1	1	1	1	1	1	1	1	1	44.8964973932986	1	1	1	1	1	1	1	1	1	15.7883054080833
WARS1	283.976124872895	1	45.6903870663781	210.91967082041	50.0192209966447	90.7725242289824	25.7182538911164	49.9566732270734	35.3102398078681	1	175.177153835608	9.29342657784654	1	32.3628507793515	20.9028486473884	119.719478681438	225.018781869856	56.0694067293586	461.440193166317	27.7325651447307	28.1927081617838	168.808566058665	18.9979977598126
WASF1	1	1	1	1	30.9382900285435	1	1	1	1	1	1	31.740829562504	1	1	1	1	1	1	1	1	1	1	90.1556955630182
WASF3	1	1	1	1	63.887681160945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WASH3P	10.9197910077489	1	1	11.328659879602	1	1	1	1	1	1	1	8.19631852294704	1	1	1	1	70.134902278844	1	39.2919075225261	17.2612048011859	1	12.4556663144697	1
WASH6P	1	1	1	1	1	1	1	1	1	1	1	11.6364591889428	1	1	1	1	66.4838557300263	1	1	1	1	1	1
WASHC1	1	1	1	16.6634622107209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.5610747892643	1	1	1
WDFY3	1	1	1	55.3248594782704	45.2990324204837	236.619546868253	1	227.661192258437	1	1	188.389022829958	22.1907946770271	1	1	1	227.393409312815	1	61.3051526643916	46.3612135590354	29.6509083045299	96.7246945240669	36.526706362511	1
WDFY4	1	1	1	15.2710794405859	1	1	1	49.8323469260531	68.4250590718207	1	1	1	1	1	1	1	1	17.02472312117	19.0802477538859	1	1	60.9528351378822	86.7992861079544
WDHD1	18.3089387825787	1	33.5198570867559	1	1	1	1	1	1	1	1	11.6540722568488	1	1	1	1	1	1	1	33.8268579255587	32.2972429673333	1	1
WDPCP	1	1	1	1	1	1	1	1	1	26.7079679095937	1	37.4546086154498	1	1	1	1	1	1	1	1	1	1	21.7339829981339
WDR11	23.0678139392289	1	40.1711951938144	41.9773754101044	1	1	1	1	97.405039355538	125.622674484005	1	25.8878876352648	1	67.7256858457398	70.9722098924765	1	1	1	105.067588084254	23.3400125934505	13.8348618349777	42.2044000468511	24.6925143720397
WDR11.AS1	1	1	1	1	59.0409027894767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WDR19	1	1	1	1	1	1	1	1	1	1	1	18.8056677507816	20.4635100538267	1	1	1	1	1	1	1	1	1	1
WDR34	24.7636833274335	1	82.5418454197546	1	1	1	1	1	1	1	1	11.8533474866831	1	1	1	1	1	1	1	58.9423356561813	28.6434190263134	1	1
WDR4	17.1135326170493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WDR46	18.1862297176422	1	1	26.4497026016744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.65475277294393	1
WDR47	1	1	1	11.6369383550332	1	28.0240811003966	1	1	1	1	1	23.9105719217779	1	1	1	1	1	1	15.7538625235637	1	11.9148271679889	13.4712997413249	1
WDR54	1	1	46.2877286047894	1	1	1	1	1	1	1	1	26.5391757081372	24.7513304121036	1	22.4741831497817	1	1	1	1	1	1	1	24.2966783654996
WDR55	23.1034626490493	1	40.2733508509871	20.3825230861564	24.8250713823134	1	23.940215253348	20.7935907542524	26.0592659280024	1	1	19.3148308378997	26.4388035039825	16.2719600672189	31.8463507824648	1	124.872091199225	27.8804872019104	43.3678940256101	11.4531923028461	14.1119361816574	21.9145726474861	21.8452862297975
WDR59	11.285667070038	36.0830649233541	18.664840275314	1	1	1	24.9010968611735	1	36.3539270885075	1	1	29.0202458305875	43.1365161859414	1	1	1	1	1	13.0269526307045	1	1	17.294681327491	1
WDR5B	1	35.1703537569425	32.2959266857749	1	1	1	25.4307584489177	1	1	1	1	24.0403123117584	23.0228384074454	1	1	1	1	1	1	1	1	1	28.5520044083207
WDR60	1	45.0857100694449	17.3442410428196	13.6389090468256	1	1	21.625790628737	1	27.0939100398527	1	1	58.1169557666182	64.0230531579154	38.439157253873	35.5227508595186	1	1	1	1	1	1	12.3879727797243	15.7883054080833
WDR66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15.7883054080833
WDR74	9.57434655577332	1	1	1	1	1	1	1	1	1	1	1	26.4365549266681	1	1	1	1	1	14.3372096994831	1	1	1	1
WDR76	21.2888255925296	1	116.366157832707	1	1	1	1	1	1	1	1	17.095020200303	20.3689517063766	28.7211881625008	1	1	1	1	1	47.5093962083147	59.9224281144916	1	1
WDR86.AS1	1	1	47.3170077349842	1	1	1	31.4813633541185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WDR91	1	1	1	10.232395920949	1	1	1	1	1	51.6410324114888	1	13.7585227822017	1	21.8287448587055	1	1	1	1	1	1	1	16.794564313154	1
WDR92	12.5291302126593	20.20309373581	1	1	1	1	15.2981271476258	1	40.9179384564411	1	1	40.4631127579407	1	1	1	1	1	1	1	13.789556612217	1	10.518506135353	1
WDSUB1	1	1	1	18.1254907801366	1	1	1	1	51.9504921512647	1	1	14.0483292563308	1	39.6380650266396	24.6543284671856	1	1	1	13.5328320096989	10.9524233924245	1	14.614041152573	1
WEE1	25.1139395188047	1	95.8222985025705	1	1	1	1	1	62.4561271209637	1	1	71.3271259060745	1	51.3636485877963	22.4999290518336	1	1	1	1	69.6546488038445	26.9263745439182	1	1
WFDC1	1	1	1	1	70.5559847293552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WFDC21P	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.2391308613842	1
WFS1	24.5153359005956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WHAMMP2	1	1	1	1	186.316707545762	1	1	1	1	1	1	11.3903254473363	23.0281904241066	70.0345411952724	1	1	1	20.1481008120776	1	15.627272811608	1	1	70.7178191187381
WHAMMP3	1	29.6686190480491	1	1	123.668349741494	1	1	1	1	1	1	19.6766844963883	16.728277756132	29.6636837302873	1	1	1	1	1	1	1	8.32673565530789	15.7883054080833
WIPI1	70.8830155876268	1	18.5277156995567	30.9399352595428	117.427986058202	1	1	90.9266605520134	1	34.9911632486564	1	1	1	43.0152399474272	27.4494353660542	44.4728681908403	187.167174777436	176.414694941656	34.2352283217147	48.7083893246863	48.830611826331	13.0566020593591	1
WLS	1	1	1	12.9297248586228	1	57.8728121794539	1	24.1230705747167	1	1	1	1	1	1	1	36.3119849077895	1	17.7579995004257	1	1	31.6566950774549	1	1
WNT10A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.9959955196253
WNT11	1	1	1	1	42.1217931158227	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WNT5B	10.2580413613071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14.97510643534	1	1	1	1	1
WRAP53	8.67672291061211	1	31.9084473040382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.6824066295923	1	1	1
WRAP73	50.750474613619	1	23.1674508662229	11.6819716904118	1	28.3239021282396	1	18.4365755486674	1	70.5399002523691	1	1	1	32.1835568736679	48.6265797361703	21.7562987308463	122.333451440214	45.8882541743648	17.524010571757	21.6718902518728	1	20.1422816031499	1
WWC2	1	1	1	1	1	1	1	1	1	1	1	16.8531780227287	1	1	1	1	1	1	24.5985884115495	1	1	1	1
WWOX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.9959955196253
XBP1	2452.30658333788	131.462486460729	167.836359579287	121.886848862288	18.4357765520307	35.35290791523	210.503214703588	70.1873156692321	32.8859348862295	577.347677403839	1	259.897156104927	145.381922293082	520.74203279224	299.904429265482	1	1	21.1723850387428	39.5400602251281	150.017474730937	102.569344034524	101.105339611096	306.959773405046
XCL1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.381724080725	42.9668824690022	1	1	1	1	1	1	1	1
XCL2	1	1	13.416508385009	1	1	1	1	1	1	1	1	1	1	66.8924459349027	27.4301369166119	1	1	1	1	1	1	1	1
XCR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	112.87523225982	1
XK	1	1	1	1	148.764360832438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
XKR8	16.4343312818421	1	14.7580487782703	23.948382859599	23.1308609479724	100.367643315242	21.828461965677	39.6558766164186	1	38.1582044168194	79.7423604103704	13.764477118512	1	30.1090755170563	22.7463606850715	51.8022920296497	218.971145105782	27.5352066389114	24.3695057451527	1	38.9074977419742	15.2033738843749	21.7339829981339
XPNPEP1	27.4013694810646	30.6259387959239	43.0707965423118	32.8189792637773	336.622472967276	1	18.4504306738209	1	21.9471391902242	1	1	21.5262986220825	18.9406906492665	50.8597897343854	29.7438567859173	1	1	1	31.4357392785098	20.9816934826282	1	55.7440540899748	43.4882132428576
XPNPEP3	1	1	19.2420233602714	1	1	1	1	1	30.5826197431473	1	1	15.7583344020958	29.5386199653971	1	1	1	1	1	1	1	1	14.8727987467654	1
XPO4	13.0610140934725	1	1	11.4915299457563	1	1	19.2598277654276	1	25.6049679424299	1	1	16.9254072611845	25.171037727884	1	42.0023748724078	1	1	1	1	16.1319554145929	1	12.0354861723116	1
XRCC2	1	1	13.7038165870002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.0169703804052	31.9296905232282	1	1
XRCC4	42.0272893742759	1	1	11.0068907046432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14.6414621515807	18.2672708310543	63.5671856970264	15.6074682844362	1
XRRA1	29.773388390316	1	1	1	1	1	22.3701234080385	1	36.2611614891242	1	1	6.70042085499687	34.2215554370696	1	1	1	1	1	1	1	1	1	1
XXYLT1	1	1	9.9302155599511	30.7634173459628	1	1	1	1	1	1	1	16.8562883168503	1	1	1	1	1	1	18.512842426082	1	1	23.2827192237524	43.2299388777727
XYLT1	15.3317700017539	1	14.1732265325403	12.2129925003885	1	1	19.2545863754203	1	1	1	1	32.2260694114933	1	43.9161282031298	1	1	1	1	35.072346181714	1	1	22.5591144054947	1
YAE1	1	21.2110291558623	9.39981909237617	1	1	1	1	1	1	1	1	22.2756942379509	1	1	1	1	1	1	1	1	1	9.58214438248444	1
YARS2	1	1	1	1	1	1	17.2031119918469	1	1	1	1	28.9915839118867	1	1	1	1	1	1	1	1	1	1	21.8452862297975
YBEY	1	1	12.7023159002769	13.575831610139	1	1	1	1	1	1	1	33.2791749024405	42.4462513124731	27.3510198386408	1	1	1	1	1	1	1	9.81585271998075	1
YBX3	66.2989000039837	1	1	123.210970334411	312.680242586669	1	1	1	365.316437445558	1	1	376.184294434057	68.7335271577892	1	38.3302774618998	1	1	1	122.553391469236	15.2407393148966	34.7745910722426	169.335079802164	1
YEATS2	9.32231054204075	1	20.333268314678	17.8817969883374	1	1	1	1	1	1	1	29.5144467125936	1	1	24.2306465284965	1	1	1	20.0585658548316	1	11.805675291997	15.8167653458176	45.4968948305331
